,hour_of_day,hour_of_day_bins,is_weekend,city,merchant_category,payment_method,account_age_years,time_since_last_txn_hrs,time_since_last_txn_hrs_bins,failed_attempts,is_international,pin_changed_recently,is_night_transaction,is_fraud
28168,2,min-25%,1,Melbourne,Utilities,Credit Card,10.5,8.77,50%-75%,1,1,0,1,0
28169,1,min-25%,1,Los Angeles,Electronics,Bank Transfer,2.6,0.57,min-25%,0,0,0,1,1
28170,22,75%-max,0,Melbourne,Electronics,Mobile Payment,7.0,3.96,25%-50%,0,0,0,1,0
28171,2,min-25%,0,Paris,Restaurant,Credit Card,1.3,8.13,25%-50%,0,0,1,1,0
28172,9,25%-50%,0,Melbourne,Education,Credit Card,9.6,7.39,25%-50%,5,0,0,0,1
28173,13,50%-75%,1,Lyon,Healthcare,Bank Transfer,6.9,14.43,50%-75%,0,0,0,0,0
28174,7,25%-50%,0,Munich,ATM Withdrawal,Bank Transfer,1.2,0.91,min-25%,0,0,0,0,0
28175,1,min-25%,0,Paris,Restaurant,Credit Card,0.7,9.31,50%-75%,0,1,0,1,0
28176,15,50%-75%,1,Toronto,Education,Mobile Payment,0.3,13.92,50%-75%,0,1,0,0,0
28177,18,50%-75%,1,Osaka,Online Shopping,Credit Card,11.2,5.83,25%-50%,0,1,0,0,0
28178,18,50%-75%,0,Delhi,Grocery,Credit Card,3.7,3.7,25%-50%,2,0,0,0,0
28179,2,min-25%,1,Mumbai,Online Shopping,Bank Transfer,11.2,2.39,min-25%,2,0,0,1,0
28180,1,min-25%,0,Osaka,Restaurant,Debit Card,2.1,8.85,50%-75%,0,1,0,1,0
28181,2,min-25%,0,Osaka,Electronics,Mobile Payment,0.1,20.58,75%-max,0,0,0,1,0
28182,17,50%-75%,1,São Paulo,Crypto Exchange,Credit Card,14.2,2.01,min-25%,0,0,0,0,0
28183,7,25%-50%,0,Vancouver,Gaming,Credit Card,1.4,10.02,50%-75%,3,0,0,0,0
28184,9,25%-50%,0,Berlin,Healthcare,Debit Card,1.1,56.1,75%-max,0,1,0,0,0
28185,7,25%-50%,0,Paris,Online Shopping,Bank Transfer,7.8,8.79,50%-75%,0,1,0,0,0
28186,12,25%-50%,0,Paris,Restaurant,Credit Card,5.6,12.55,50%-75%,1,0,0,0,0
28187,12,25%-50%,1,London,Utilities,Debit Card,16.4,21.87,75%-max,0,0,0,0,0
28188,19,75%-max,1,Mexico City,Restaurant,Debit Card,1.7,11.5,50%-75%,0,0,0,0,0
28189,20,75%-max,0,Guadalajara,ATM Withdrawal,Bank Transfer,2.4,25.24,75%-max,1,0,1,0,0
28190,15,50%-75%,0,Mexico City,Fuel,Credit Card,2.3,14.78,50%-75%,0,0,0,0,0
28191,18,50%-75%,1,Berlin,ATM Withdrawal,Credit Card,22.1,12.85,50%-75%,0,0,0,0,0
28192,7,25%-50%,0,Manchester,Crypto Exchange,Debit Card,5.2,6.25,25%-50%,0,0,0,0,0
28193,13,50%-75%,0,São Paulo,Grocery,Debit Card,7.6,1.72,min-25%,0,0,0,0,0
28194,15,50%-75%,0,London,Online Shopping,Bank Transfer,3.1,21.61,75%-max,0,1,0,0,0
28195,12,25%-50%,1,Vancouver,Restaurant,Debit Card,1.8,19.84,75%-max,1,0,0,0,0
28196,9,25%-50%,0,Delhi,Education,Debit Card,3.7,3.09,min-25%,0,1,0,0,0
28197,11,25%-50%,0,Paris,Entertainment,Debit Card,5.6,17.42,75%-max,0,0,0,0,0
28198,23,75%-max,1,Rio,Entertainment,Mobile Payment,3.5,9.97,50%-75%,0,0,0,1,0
28199,12,25%-50%,0,Guadalajara,Restaurant,Mobile Payment,4.3,11.52,50%-75%,0,0,0,0,0
28200,18,50%-75%,0,London,Gaming,Debit Card,4.9,2.77,min-25%,0,1,0,0,0
28201,7,25%-50%,0,Berlin,Online Shopping,Credit Card,9.3,25.21,75%-max,0,0,0,0,0
28202,15,50%-75%,0,Guadalajara,Online Shopping,Debit Card,13.5,9.12,50%-75%,0,0,0,0,0
28203,11,25%-50%,1,Los Angeles,Education,Credit Card,5.9,3.55,25%-50%,0,1,0,0,0
28204,4,min-25%,0,Delhi,Travel,Debit Card,0.7,5.0,25%-50%,1,1,0,1,0
28205,5,min-25%,0,Mumbai,Entertainment,Debit Card,0.4,13.69,50%-75%,0,0,0,1,0
28206,1,min-25%,0,Munich,Healthcare,Bank Transfer,19.4,21.27,75%-max,0,1,0,1,0
28207,22,75%-max,0,São Paulo,Entertainment,Debit Card,1.7,2.6,min-25%,0,0,0,1,0
28208,0,,0,Munich,Jewelry,Credit Card,7.3,11.4,50%-75%,0,0,0,1,0
28209,2,min-25%,0,Osaka,Utilities,Mobile Payment,4.4,2.18,min-25%,0,0,0,1,0
28210,19,75%-max,1,Munich,Grocery,Mobile Payment,5.1,1.17,min-25%,0,0,0,0,0
28211,9,25%-50%,1,Delhi,Utilities,Bank Transfer,4.3,3.73,25%-50%,1,0,1,0,0
28212,19,75%-max,0,Manchester,Travel,Credit Card,19.7,0.13,min-25%,0,0,0,0,0
28213,21,75%-max,0,Vancouver,Utilities,Credit Card,0.7,13.33,50%-75%,0,0,0,0,0
28214,21,75%-max,0,São Paulo,Online Shopping,Bank Transfer,4.7,19.07,75%-max,0,0,0,0,0
28215,16,50%-75%,0,Delhi,Healthcare,Crypto,7.0,43.3,75%-max,0,0,0,0,0
28216,15,50%-75%,1,Toronto,Education,Debit Card,11.6,3.89,25%-50%,0,0,0,0,0
28217,17,50%-75%,0,Manchester,Fuel,Bank Transfer,2.9,16.51,50%-75%,0,0,0,0,0
28218,18,50%-75%,1,Tokyo,Clothing,Credit Card,4.2,28.06,75%-max,2,0,0,0,0
28219,0,,0,Berlin,Fuel,Mobile Payment,11.5,62.48,75%-max,0,0,1,1,0
28220,2,min-25%,0,Toronto,ATM Withdrawal,Debit Card,10.0,21.32,75%-max,0,0,0,1,0
28221,17,50%-75%,0,New York,Fuel,Bank Transfer,2.8,4.65,25%-50%,0,0,0,0,0
28222,15,50%-75%,0,Berlin,Education,Credit Card,3.8,16.35,50%-75%,0,0,0,0,0
28223,21,75%-max,1,São Paulo,Online Shopping,Bank Transfer,1.2,6.17,25%-50%,0,0,0,0,0
28224,23,75%-max,0,Munich,Jewelry,Mobile Payment,0.9,11.21,50%-75%,1,0,0,1,0
28225,3,min-25%,0,Vancouver,Grocery,Credit Card,9.8,0.08,min-25%,4,0,0,1,0
28226,10,25%-50%,0,Osaka,ATM Withdrawal,Bank Transfer,0.8,10.32,50%-75%,0,0,0,0,0
28227,11,25%-50%,1,Mumbai,Travel,Debit Card,1.3,4.37,25%-50%,0,0,0,0,0
28228,3,min-25%,0,Los Angeles,Grocery,Debit Card,2.8,20.41,75%-max,0,0,1,1,1
28229,22,75%-max,0,Melbourne,Restaurant,Mobile Payment,0.8,27.02,75%-max,0,1,1,1,0
28230,8,25%-50%,0,Melbourne,ATM Withdrawal,Bank Transfer,2.0,3.38,min-25%,0,0,1,0,0
28231,8,25%-50%,0,Berlin,Jewelry,Credit Card,8.8,9.37,50%-75%,0,0,0,0,0
28232,0,,1,Berlin,Travel,Debit Card,6.9,19.63,75%-max,0,0,0,1,0
28233,2,min-25%,0,Melbourne,Online Shopping,Bank Transfer,3.3,14.43,50%-75%,0,0,0,1,0
28234,17,50%-75%,1,Los Angeles,Clothing,Debit Card,12.0,9.93,50%-75%,0,0,0,0,0
28235,14,50%-75%,1,Paris,Jewelry,Mobile Payment,0.3,10.86,50%-75%,0,1,1,0,0
28236,0,,1,Berlin,ATM Withdrawal,Credit Card,7.6,37.94,75%-max,0,0,0,1,0
28237,3,min-25%,0,Los Angeles,Fuel,Mobile Payment,2.6,3.76,25%-50%,0,0,0,1,0
28238,21,75%-max,1,Los Angeles,ATM Withdrawal,Bank Transfer,12.3,69.09,75%-max,0,1,0,0,0
28239,16,50%-75%,0,Munich,Crypto Exchange,Credit Card,4.4,2.37,min-25%,0,0,0,0,0
28240,18,50%-75%,1,Munich,Travel,Bank Transfer,28.3,18.77,75%-max,0,0,0,0,0
28241,2,min-25%,0,Munich,Clothing,Crypto,0.4,27.83,75%-max,0,0,0,1,0
28242,23,75%-max,1,Mexico City,Grocery,Credit Card,1.2,24.09,75%-max,0,1,0,1,0
28243,19,75%-max,0,Mexico City,Gaming,Credit Card,4.3,19.24,75%-max,0,0,0,0,0
28244,13,50%-75%,1,London,Clothing,Credit Card,2.3,27.1,75%-max,0,0,0,0,0
28245,23,75%-max,0,Lyon,Jewelry,Credit Card,5.5,13.11,50%-75%,0,0,0,1,0
28246,23,75%-max,1,Toronto,Gaming,Bank Transfer,3.3,3.96,25%-50%,0,0,0,1,0
28247,23,75%-max,1,Mexico City,Entertainment,Debit Card,4.2,4.99,25%-50%,0,0,0,1,0
28248,21,75%-max,0,São Paulo,Online Shopping,Credit Card,13.3,31.53,75%-max,0,0,0,0,0
28249,10,25%-50%,0,Osaka,Grocery,Credit Card,2.8,3.45,25%-50%,0,0,0,0,0
28250,8,25%-50%,0,Paris,Crypto Exchange,Debit Card,2.5,0.36,min-25%,0,0,0,0,0
28251,16,50%-75%,1,Paris,Education,Mobile Payment,21.2,7.96,25%-50%,0,0,0,0,0
28252,7,25%-50%,0,New York,Fuel,Crypto,5.9,25.55,75%-max,0,0,0,0,0
28253,8,25%-50%,0,Tokyo,Grocery,Mobile Payment,5.0,12.18,50%-75%,0,0,0,0,0
28254,13,50%-75%,0,Guadalajara,Online Shopping,Debit Card,0.2,3.72,25%-50%,0,0,0,0,0
28255,23,75%-max,1,Guadalajara,ATM Withdrawal,Debit Card,2.4,22.37,75%-max,0,0,0,1,0
28256,7,25%-50%,0,São Paulo,Clothing,Cheque,0.9,3.18,min-25%,0,0,0,0,0
28257,11,25%-50%,0,New York,Healthcare,Credit Card,5.1,21.4,75%-max,0,0,0,0,0
28258,21,75%-max,0,Munich,Fuel,Credit Card,7.3,57.18,75%-max,0,0,1,0,0
28259,10,25%-50%,0,Vancouver,ATM Withdrawal,Credit Card,0.4,33.42,75%-max,0,0,0,0,0
28260,6,min-25%,0,Lyon,Utilities,Credit Card,0.6,6.8,25%-50%,0,0,0,1,0
28261,14,50%-75%,0,Manchester,Crypto Exchange,Bank Transfer,0.9,1.46,min-25%,5,0,0,0,1
28262,13,50%-75%,1,Guadalajara,Jewelry,Bank Transfer,0.1,3.98,25%-50%,0,0,0,0,0
28263,17,50%-75%,0,Mumbai,Restaurant,Credit Card,10.4,40.18,75%-max,0,0,0,0,0
28264,12,25%-50%,1,Toronto,Utilities,Mobile Payment,1.4,3.73,25%-50%,0,1,0,0,0
28265,1,min-25%,0,Tokyo,Utilities,Credit Card,3.6,35.16,75%-max,0,1,0,1,0
28266,2,min-25%,0,Paris,Utilities,Mobile Payment,1.4,0.13,min-25%,0,0,0,1,1
28267,3,min-25%,0,Toronto,Entertainment,Credit Card,5.1,15.3,50%-75%,0,0,0,1,0
28268,0,,0,Guadalajara,Entertainment,Bank Transfer,0.3,26.96,75%-max,0,1,0,1,0
28269,22,75%-max,0,Mumbai,Clothing,Debit Card,13.7,16.58,75%-max,4,1,0,1,0
28270,6,min-25%,0,Paris,Utilities,Mobile Payment,2.4,3.74,25%-50%,0,0,0,1,0
28271,20,75%-max,1,New York,Restaurant,Debit Card,3.2,0.33,min-25%,0,0,0,0,0
28272,4,min-25%,0,New York,Crypto Exchange,Debit Card,4.8,1.24,min-25%,0,1,0,1,0
28273,15,50%-75%,0,Toronto,Jewelry,Credit Card,2.2,2.4,min-25%,1,0,0,0,0
28274,12,25%-50%,0,Toronto,Grocery,Debit Card,0.4,2.85,min-25%,0,0,0,0,0
28275,20,75%-max,0,New York,Education,Credit Card,0.9,6.09,25%-50%,0,0,0,0,0
28276,18,50%-75%,1,New York,Education,Debit Card,5.7,2.46,min-25%,0,0,0,0,0
28277,16,50%-75%,0,New York,Online Shopping,Bank Transfer,5.4,22.22,75%-max,0,0,0,0,0
28278,15,50%-75%,0,New York,Travel,Credit Card,2.2,15.06,50%-75%,0,1,0,0,1
28279,10,25%-50%,0,Osaka,Utilities,Crypto,3.4,60.49,75%-max,0,0,1,0,0
28280,20,75%-max,0,Tokyo,Grocery,Credit Card,1.6,15.42,50%-75%,0,0,0,0,1
28281,7,25%-50%,0,New York,Entertainment,Credit Card,4.1,4.65,25%-50%,0,1,0,0,1
28282,21,75%-max,1,Delhi,Crypto Exchange,Credit Card,0.4,9.55,50%-75%,1,0,0,0,0
28283,20,75%-max,0,São Paulo,Travel,Bank Transfer,3.7,7.03,25%-50%,0,0,0,0,0
28284,12,25%-50%,0,São Paulo,Education,Credit Card,6.6,2.75,min-25%,2,0,0,0,0
28285,0,,1,Melbourne,Fuel,Debit Card,11.3,3.44,min-25%,0,0,0,1,0
28286,14,50%-75%,0,New York,Online Shopping,Bank Transfer,5.5,3.99,25%-50%,2,0,0,0,0
28287,10,25%-50%,1,Guadalajara,Clothing,Bank Transfer,11.0,36.98,75%-max,0,0,1,0,0
28288,4,min-25%,1,Vancouver,Fuel,Credit Card,6.3,4.89,25%-50%,0,0,1,1,0
28289,19,75%-max,1,Delhi,Fuel,Crypto,5.1,32.12,75%-max,0,0,0,0,0
28290,3,min-25%,1,Vancouver,ATM Withdrawal,Bank Transfer,5.2,14.96,50%-75%,0,0,0,1,0
28291,0,,0,Toronto,Jewelry,Credit Card,20.3,7.94,25%-50%,0,0,0,1,0
28292,9,25%-50%,0,Rio,Restaurant,Credit Card,5.4,4.46,25%-50%,0,0,1,0,0
28293,11,25%-50%,0,Osaka,Clothing,Credit Card,4.0,1.12,min-25%,0,1,0,0,0
28294,7,25%-50%,0,London,Education,Mobile Payment,3.3,10.33,50%-75%,0,0,0,0,0
28295,9,25%-50%,1,Mexico City,Education,Debit Card,0.7,6.12,25%-50%,0,0,0,0,0
28296,2,min-25%,0,London,Electronics,Credit Card,5.2,11.94,50%-75%,0,0,1,1,1
28297,23,75%-max,0,London,Education,Credit Card,8.5,27.47,75%-max,0,0,0,1,0
28298,1,min-25%,0,Melbourne,Fuel,Debit Card,6.2,0.85,min-25%,0,0,0,1,0
28299,10,25%-50%,0,Guadalajara,Fuel,Credit Card,18.8,17.58,75%-max,0,0,0,0,0
28300,23,75%-max,0,Toronto,Fuel,Crypto,14.9,34.85,75%-max,1,0,0,1,0
28301,17,50%-75%,0,Tokyo,Crypto Exchange,Cheque,5.3,0.23,min-25%,0,1,0,0,0
28302,12,25%-50%,0,Mumbai,Entertainment,Credit Card,16.8,15.18,50%-75%,2,0,0,0,0
28303,9,25%-50%,0,Manchester,Fuel,Mobile Payment,2.9,9.45,50%-75%,0,0,1,0,0
28304,1,min-25%,0,Delhi,Entertainment,Credit Card,0.5,5.43,25%-50%,0,0,0,1,0
28305,11,25%-50%,0,São Paulo,ATM Withdrawal,Credit Card,6.2,23.86,75%-max,0,0,0,0,0
28306,5,min-25%,0,Toronto,Travel,Mobile Payment,7.1,5.73,25%-50%,0,0,0,1,0
28307,4,min-25%,0,Tokyo,Electronics,Credit Card,0.6,3.74,25%-50%,0,0,0,1,0
28308,2,min-25%,1,Berlin,ATM Withdrawal,Crypto,10.9,7.01,25%-50%,0,0,0,1,0
28309,16,50%-75%,0,Tokyo,ATM Withdrawal,Credit Card,0.2,29.61,75%-max,0,0,0,0,0
28310,18,50%-75%,0,Sydney,Healthcare,Debit Card,3.9,15.04,50%-75%,1,0,0,0,0
28311,13,50%-75%,0,Lyon,Restaurant,Credit Card,0.2,31.77,75%-max,0,1,0,0,0
28312,7,25%-50%,0,Tokyo,Online Shopping,Bank Transfer,5.4,32.46,75%-max,0,0,0,0,0
28313,14,50%-75%,0,Melbourne,Gaming,Debit Card,3.1,4.27,25%-50%,0,0,0,0,0
28314,15,50%-75%,0,Osaka,Crypto Exchange,Bank Transfer,13.1,4.87,25%-50%,0,0,0,0,0
28315,10,25%-50%,1,Mumbai,Fuel,Mobile Payment,3.8,18.18,75%-max,0,0,0,0,0
28316,6,min-25%,0,Munich,ATM Withdrawal,Crypto,2.2,25.52,75%-max,0,0,0,1,0
28317,21,75%-max,0,Osaka,Crypto Exchange,Credit Card,0.7,0.89,min-25%,2,1,0,0,0
28318,15,50%-75%,0,Guadalajara,Crypto Exchange,Crypto,0.8,16.0,50%-75%,1,0,0,0,0
28319,1,min-25%,0,Mumbai,Utilities,Debit Card,8.5,21.94,75%-max,0,0,0,1,0
28320,6,min-25%,1,Berlin,Gaming,Credit Card,1.5,5.63,25%-50%,0,1,0,1,0
28321,7,25%-50%,0,London,Travel,Debit Card,12.7,1.8,min-25%,0,0,1,0,0
28322,7,25%-50%,0,Manchester,Travel,Credit Card,4.0,6.71,25%-50%,1,0,0,0,0
28323,13,50%-75%,1,Sydney,Electronics,Mobile Payment,6.3,4.53,25%-50%,0,0,0,0,0
28324,16,50%-75%,1,Mexico City,Healthcare,Bank Transfer,1.2,2.05,min-25%,0,1,0,0,0
28325,11,25%-50%,1,Tokyo,Jewelry,Debit Card,2.2,0.58,min-25%,2,0,0,0,1
28326,5,min-25%,1,Mumbai,Healthcare,Credit Card,4.8,0.11,min-25%,0,1,0,1,0
28327,18,50%-75%,0,Vancouver,Utilities,Debit Card,2.2,18.39,75%-max,0,0,1,0,0
28328,13,50%-75%,1,Tokyo,Electronics,Mobile Payment,0.9,1.46,min-25%,0,0,0,0,0
28329,8,25%-50%,0,Munich,Electronics,Credit Card,3.7,2.59,min-25%,0,0,0,0,0
28330,21,75%-max,0,Munich,Grocery,Debit Card,6.2,36.95,75%-max,0,0,0,0,0
28331,18,50%-75%,1,London,Clothing,Credit Card,6.7,6.42,25%-50%,0,0,0,0,0
28332,1,min-25%,0,São Paulo,Jewelry,Debit Card,0.5,1.44,min-25%,0,0,0,1,0
28333,15,50%-75%,1,Berlin,Education,Cheque,0.8,3.45,25%-50%,0,0,0,0,0
28334,20,75%-max,0,New York,Utilities,Credit Card,0.3,6.74,25%-50%,0,0,0,0,0
28335,19,75%-max,1,Toronto,Gaming,Mobile Payment,6.2,9.84,50%-75%,0,0,0,0,0
28336,17,50%-75%,1,Berlin,Entertainment,Debit Card,2.6,7.08,25%-50%,3,0,0,0,0
28337,22,75%-max,0,Mumbai,Online Shopping,Mobile Payment,5.6,16.21,50%-75%,0,0,0,1,0
28338,12,25%-50%,0,Paris,Crypto Exchange,Mobile Payment,11.6,55.26,75%-max,2,0,0,0,0
28339,20,75%-max,0,Delhi,Electronics,Bank Transfer,4.1,36.51,75%-max,0,0,0,0,0
28340,4,min-25%,0,Munich,ATM Withdrawal,Mobile Payment,1.2,3.61,25%-50%,0,0,0,1,0
28341,3,min-25%,0,Manchester,Electronics,Bank Transfer,0.6,3.73,25%-50%,0,0,1,1,0
28342,17,50%-75%,0,Rio,Jewelry,Debit Card,6.1,9.07,50%-75%,1,0,0,0,0
28343,16,50%-75%,0,Berlin,Online Shopping,Debit Card,4.1,0.66,min-25%,0,0,0,0,0
28344,2,min-25%,0,Melbourne,Education,Credit Card,0.8,21.63,75%-max,0,0,0,1,0
28345,7,25%-50%,0,Manchester,Electronics,Debit Card,0.2,3.73,25%-50%,0,0,0,0,0
28346,20,75%-max,0,Tokyo,Travel,Debit Card,13.3,0.15,min-25%,0,0,0,0,0
28347,22,75%-max,1,Berlin,Grocery,Credit Card,1.2,5.75,25%-50%,0,0,0,1,0
28348,8,25%-50%,0,London,Online Shopping,Credit Card,5.8,7.54,25%-50%,0,0,0,0,0
28349,0,,1,Mexico City,Jewelry,Debit Card,12.1,4.28,25%-50%,1,1,0,1,0
28350,14,50%-75%,0,Melbourne,Entertainment,Debit Card,1.1,9.17,50%-75%,0,1,0,0,0
28351,12,25%-50%,1,São Paulo,Electronics,Credit Card,6.0,5.95,25%-50%,0,0,0,0,0
28352,17,50%-75%,0,Toronto,Gaming,Credit Card,27.5,29.45,75%-max,0,0,0,0,0
28353,21,75%-max,0,Osaka,Electronics,Bank Transfer,5.0,1.19,min-25%,0,0,0,0,0
28354,7,25%-50%,0,Munich,Grocery,Mobile Payment,0.7,2.34,min-25%,0,0,0,0,0
28355,21,75%-max,0,Tokyo,Healthcare,Credit Card,2.7,13.33,50%-75%,0,0,0,0,0
28356,21,75%-max,0,Mexico City,ATM Withdrawal,Credit Card,0.1,11.17,50%-75%,0,0,0,0,1
28357,2,min-25%,0,New York,Gaming,Mobile Payment,22.0,41.25,75%-max,0,0,1,1,0
28358,20,75%-max,1,Sydney,Grocery,Bank Transfer,3.0,6.77,25%-50%,0,0,0,0,0
28359,9,25%-50%,0,Sydney,Gaming,Credit Card,1.5,28.25,75%-max,3,1,0,0,0
28360,23,75%-max,0,Tokyo,Entertainment,Credit Card,16.7,3.76,25%-50%,0,0,0,1,0
28361,17,50%-75%,1,New York,ATM Withdrawal,Credit Card,0.9,12.53,50%-75%,0,0,0,0,0
28362,0,,0,Melbourne,Electronics,Mobile Payment,7.3,2.59,min-25%,0,1,0,1,0
28363,21,75%-max,0,Toronto,Gaming,Crypto,5.5,29.83,75%-max,0,0,0,0,0
28364,0,,0,New York,Education,Debit Card,5.3,16.93,75%-max,0,0,0,1,0
28365,16,50%-75%,0,Mumbai,Utilities,Crypto,0.3,17.36,75%-max,1,0,0,0,0
28366,5,min-25%,0,Toronto,Travel,Credit Card,1.7,15.24,50%-75%,0,0,0,1,0
28367,9,25%-50%,0,Toronto,Healthcare,Debit Card,2.2,1.76,min-25%,0,0,0,0,0
28368,15,50%-75%,0,Toronto,Travel,Bank Transfer,5.0,1.48,min-25%,0,0,0,0,0
28369,12,25%-50%,1,London,Travel,Debit Card,6.1,20.74,75%-max,0,0,0,0,0
28370,14,50%-75%,1,Mumbai,Online Shopping,Debit Card,1.7,61.69,75%-max,0,0,0,0,0
28371,2,min-25%,0,Melbourne,Gaming,Debit Card,10.2,1.01,min-25%,0,0,0,1,0
28372,2,min-25%,0,Sydney,ATM Withdrawal,Credit Card,1.3,8.57,50%-75%,0,0,0,1,0
28373,3,min-25%,1,Munich,Grocery,Credit Card,1.4,10.91,50%-75%,0,0,0,1,0
28374,21,75%-max,0,New York,Online Shopping,Mobile Payment,2.8,23.55,75%-max,0,0,0,0,0
28375,17,50%-75%,0,Paris,Education,Cheque,6.7,9.57,50%-75%,0,0,0,0,0
28376,7,25%-50%,0,Berlin,Travel,Credit Card,21.7,10.89,50%-75%,0,0,0,0,0
28377,14,50%-75%,1,Mexico City,Fuel,Debit Card,1.2,4.37,25%-50%,0,0,0,0,0
28378,20,75%-max,0,Rio,Restaurant,Debit Card,0.4,3.55,25%-50%,0,0,0,0,0
28379,17,50%-75%,0,Melbourne,Grocery,Mobile Payment,3.5,16.48,50%-75%,1,0,0,0,0
28380,10,25%-50%,0,Melbourne,Restaurant,Mobile Payment,6.6,1.45,min-25%,1,0,0,0,0
28381,9,25%-50%,1,Los Angeles,Utilities,Mobile Payment,3.6,5.46,25%-50%,0,0,0,0,0
28382,22,75%-max,0,Paris,Restaurant,Credit Card,3.7,2.86,min-25%,1,0,0,1,0
28383,20,75%-max,0,Toronto,Jewelry,Debit Card,1.6,8.1,25%-50%,2,0,0,0,0
28384,9,25%-50%,0,Toronto,Healthcare,Debit Card,1.2,12.31,50%-75%,3,0,0,0,0
28385,13,50%-75%,0,Los Angeles,Clothing,Crypto,1.7,24.29,75%-max,0,0,0,0,0
28386,20,75%-max,0,Melbourne,Clothing,Mobile Payment,3.7,8.26,25%-50%,0,0,0,0,0
28387,6,min-25%,0,London,Jewelry,Credit Card,0.9,1.17,min-25%,0,0,1,1,0
28388,20,75%-max,0,Los Angeles,Restaurant,Credit Card,0.7,26.86,75%-max,0,0,0,0,0
28389,16,50%-75%,0,Vancouver,ATM Withdrawal,Credit Card,2.8,10.81,50%-75%,0,1,0,0,0
28390,6,min-25%,1,Lyon,Healthcare,Bank Transfer,4.0,53.57,75%-max,0,0,0,1,0
28391,3,min-25%,0,New York,Jewelry,Credit Card,1.0,8.8,50%-75%,0,0,0,1,0
28392,1,min-25%,1,Mexico City,Travel,Bank Transfer,11.8,7.92,25%-50%,0,1,0,1,0
28393,9,25%-50%,0,Rio,Jewelry,Bank Transfer,1.4,11.79,50%-75%,1,0,0,0,0
28394,20,75%-max,0,Tokyo,Utilities,Debit Card,2.4,9.24,50%-75%,0,1,0,0,0
28395,15,50%-75%,0,Melbourne,Restaurant,Mobile Payment,5.1,1.05,min-25%,0,1,1,0,0
28396,7,25%-50%,0,Munich,Electronics,Mobile Payment,9.8,1.87,min-25%,0,0,0,0,0
28397,22,75%-max,0,Mexico City,Utilities,Crypto,7.1,48.14,75%-max,0,0,0,1,0
28398,4,min-25%,0,London,Grocery,Credit Card,0.6,29.17,75%-max,1,0,0,1,0
28399,19,75%-max,0,Lyon,Crypto Exchange,Debit Card,8.1,0.58,min-25%,0,1,0,0,0
28400,3,min-25%,0,Tokyo,Gaming,Credit Card,0.1,21.62,75%-max,0,0,0,1,0
28401,19,75%-max,0,Guadalajara,Jewelry,Debit Card,3.9,10.93,50%-75%,0,0,0,0,0
28402,16,50%-75%,0,London,Travel,Credit Card,1.4,15.04,50%-75%,0,0,0,0,0
28403,18,50%-75%,0,Osaka,Healthcare,Bank Transfer,1.2,23.37,75%-max,2,0,1,0,1
28404,21,75%-max,0,Rio,Electronics,Credit Card,3.7,14.65,50%-75%,0,0,0,0,0
28405,8,25%-50%,0,Melbourne,Education,Credit Card,6.4,11.14,50%-75%,0,0,0,0,0
28406,9,25%-50%,0,Los Angeles,Jewelry,Credit Card,0.8,0.41,min-25%,0,1,0,0,0
28407,6,min-25%,1,São Paulo,Jewelry,Credit Card,5.2,18.29,75%-max,0,1,0,1,0
28408,8,25%-50%,0,Osaka,ATM Withdrawal,Bank Transfer,1.1,30.24,75%-max,0,0,1,0,0
28409,9,25%-50%,0,Mexico City,Entertainment,Bank Transfer,0.4,10.05,50%-75%,0,0,0,0,0
28410,11,25%-50%,0,São Paulo,Education,Mobile Payment,9.3,2.47,min-25%,0,0,0,0,0
28411,22,75%-max,0,Mumbai,Fuel,Crypto,17.2,5.92,25%-50%,0,0,0,1,0
28412,19,75%-max,1,Mexico City,Utilities,Debit Card,5.7,25.65,75%-max,0,0,0,0,0
28413,4,min-25%,0,Mexico City,Education,Credit Card,3.0,9.08,50%-75%,0,1,0,1,0
28414,18,50%-75%,1,Guadalajara,Crypto Exchange,Credit Card,0.2,27.45,75%-max,0,1,0,0,0
28415,17,50%-75%,0,Guadalajara,Jewelry,Credit Card,2.4,16.25,50%-75%,0,0,0,0,0
28416,16,50%-75%,0,Paris,Jewelry,Credit Card,1.4,8.33,50%-75%,0,1,0,0,0
28417,17,50%-75%,0,Munich,Entertainment,Debit Card,1.4,2.03,min-25%,0,0,0,0,0
28418,3,min-25%,0,New York,Gaming,Crypto,5.9,3.54,25%-50%,0,0,0,1,0
28419,16,50%-75%,0,Los Angeles,Gaming,Debit Card,2.7,9.72,50%-75%,1,0,0,0,0
28420,10,25%-50%,0,Toronto,Restaurant,Debit Card,1.9,7.28,25%-50%,0,0,1,0,0
28421,19,75%-max,0,Tokyo,Entertainment,Mobile Payment,4.5,12.62,50%-75%,0,0,0,0,0
28422,2,min-25%,0,Paris,Education,Debit Card,5.8,0.6,min-25%,0,0,1,1,0
28423,16,50%-75%,0,Mumbai,ATM Withdrawal,Debit Card,0.2,7.8,25%-50%,5,0,0,0,0
28424,22,75%-max,0,Mexico City,Gaming,Debit Card,1.5,6.62,25%-50%,0,1,0,1,0
28425,17,50%-75%,0,Delhi,Travel,Credit Card,1.0,1.07,min-25%,0,1,0,0,0
28426,1,min-25%,1,Vancouver,Online Shopping,Bank Transfer,6.0,0.79,min-25%,0,0,0,1,0
28427,15,50%-75%,0,Berlin,Travel,Credit Card,6.0,10.22,50%-75%,0,1,1,0,0
